pl_name,hostname,ra,dec,planet_mass_earth,planet_radius_earth,orbital_period_days,equilibrium_temp_k,discoverymethod,disc_year,stellar_type,distance_parsecs
HD 95872 b,HD 95872,165.866,-22.094,1188.684,13.000,4375.00,,Radial Velocity,2015,K0 V,72.22
CT Cha b,CT Cha,166.038,-76.455,5403.000,24.660,,2600,Imaging,2007,K5e,190.72
TOI-762 A b,TOI-762 A,166.075,-47.821,79.775,8.339,3.47,555,Transit,2024,,98.45
TOI-1806.01,TOI-1806,166.118,30.459,11.500,3.410,15.15,337,Transit,2024,,55.52
HD 96063 b,HD 96063,166.185,-2.513,403.644,13.700,362.50,,Radial Velocity,2011,G6 V,140.07
HD 96167 b,HD 96167,166.313,-10.291,227.884,14.000,498.04,,Radial Velocity,2009,G5,85.30
WASP-175 b,WASP-175,166.319,-34.123,314.652,13.540,3.07,1571,Transit,2019,F7,539.36
HD 95544 b,HD 95544,166.323,81.039,1913.645,12.800,2041.54,156,Radial Velocity,2021,G0,87.81
WASP-106 b,WASP-106,166.430,-5.079,514.885,11.433,9.29,1140,Transit,2014,F9,352.18
HD 96127 b,HD 96127,166.442,44.302,6661.717,12.100,647.30,,Radial Velocity,2011,K2 III,587.66
CHXR 73 b,CHXR 73,166.619,-77.626,3994.486,12.300,,,Imaging,2006,M3.5,190.37
K2-319 b,K2-319,166.801,3.040,8.200,2.790,26.68,641,Transit,2020,,209.07
HIP 54373 b,HIP 54373,166.864,-19.292,8.620,2.870,7.76,,Radial Velocity,2019,K5 V,18.72
HIP 54373 c,HIP 54373,166.864,-19.292,12.440,3.570,15.14,,Radial Velocity,2019,K5 V,18.72
TOI-1199 b,TOI-1199,166.881,61.353,75.961,10.514,3.67,1486,Transit,2024,,248.43
HD 96700 b,HD 96700,166.974,-30.175,8.900,2.930,8.12,,Radial Velocity,2021,G0 V,25.41
HD 96700 c,HD 96700,166.974,-30.175,3.500,1.690,19.88,,Radial Velocity,2021,G0 V,25.41
HD 96700 d,HD 96700,166.974,-30.175,12.700,3.610,103.50,,Radial Velocity,2021,G0 V,25.41
OGLE2-TR-L9 b,OGLE2-TR-L9,166.980,-61.146,1430.175,18.046,2.49,2034,Transit,2008,,1627.63
HD 97048 b,HD 97048,167.013,-77.655,794.575,13.300,,,Disk Kinematics,2019,Be9.5/AO,183.86
K2-7 b,K2-7,167.094,-1.066,15.300,4.035,28.68,786,Transit,2015,,738.55
TOI-1799 b,TOI-1799,167.233,34.303,4.000,1.642,7.10,923,Transit,2024,,62.13
OGLE-TR-182 b,OGLE-TR-182,167.328,-61.095,320.995,12.666,3.98,1550,Transit,2007,,2501.75
HD 97037 b,HD 97037,167.555,-7.390,6707.769,12.100,6449.08,,Radial Velocity,2022,,32.41
HD 96992 b,HD 96992,167.597,43.919,362.326,13.700,514.00,,Radial Velocity,2021,K0,396.08
HIP 54597 b,HIP 54597,167.608,-29.414,762.788,13.300,3274.00,,Radial Velocity,2023,K5 V,39.74
GJ 414 A b,GJ 414 A,167.775,30.445,7.600,2.630,50.80,309,Radial Velocity,2021,K7 V,11.89
GJ 414 A c,GJ 414 A,167.775,30.445,53.830,8.400,749.83,125,Radial Velocity,2021,K7 V,11.89
TOI-1194 b,TOI-1194,167.821,69.965,120.000,8.717,2.31,1264,Transit,2023,,149.67
TOI-672 b,TOI-672,167.991,-39.328,24.100,5.260,3.63,676,Transit,2023,,66.91
WASP-162 b,WASP-162,168.293,-17.658,1652.716,11.209,9.63,910,Transit,2018,K0,310.84
NGTS-24 b,NGTS-24,168.564,-37.910,165.271,13.608,3.47,1499,Transit,2022,G2 IV,683.06
K2-47 b,K2-47,168.583,2.781,4.230,1.890,31.64,,Transit,2016,,349.88
HD 97658 b,HD 97658,168.638,25.711,8.300,2.120,9.49,751,Radial Velocity,2010,K1 V,21.56
EPIC 201497682 b,EPIC 201497682,168.937,0.488,0.260,0.692,2.13,,Transit,2019,,253.03
GJ 422 b,GJ 422,168.981,-57.543,11.070,3.330,20.13,,Radial Velocity,2014,M3.5 V,12.66
K2-11 b,K2-11,169.042,1.987,44.400,7.550,39.94,734,Transit,2015,G8,329.31
K2-43 b,K2-43,169.117,-3.975,18.500,4.510,3.47,939,Transit,2016,,182.54
K2-43 c,K2-43,169.117,-3.975,6.440,2.420,2.20,1094,Transit,2019,,182.54
K2-5 b,K2-5,169.303,-1.878,4.310,1.910,5.74,565,Transit,2015,K7.5 V,202.94
K2-5 c,K2-5,169.303,-1.878,5.730,2.260,10.93,456,Transit,2015,K7.5 V,202.94
DP Leo b,DP Leo,169.316,17.962,1995.888,12.700,10220.00,,Eclipse Timing Variations,2009,,305.68
WASP-31 b,WASP-31,169.439,-19.055,151.916,17.363,3.41,1424,Transit,2010,,383.83
HD 98219 b,HD 98219,169.448,-23.975,624.218,13.400,433.80,,Radial Velocity,2011,K0 III/IV,113.70
K2-36 b,K2-36,169.449,3.867,4.300,1.430,1.42,1328,Transit,2016,K2 V,109.75
K2-36 c,K2-36,169.449,3.867,7.900,3.200,5.34,854,Transit,2016,K2 V,109.75
K2-22 b,K2-22,169.483,2.619,444.962,2.300,0.38,2100,Transit,2015,M0 V,243.84
EPIC 201833600 c,K2-50,169.484,5.988,0.972,1.000,3.96,,Transit,2019,,257.44
K2-50 b,K2-50,169.484,5.988,3.150,1.590,8.75,,Transit,2016,,257.44
K2-45 b,K2-45,169.633,-1.774,36.400,6.710,1.73,1074,Transit,2016,,495.32
K2-8 b,K2-8,169.794,-0.284,12.500,3.580,10.35,631,Transit,2015,K3 V,403.51
K2-8 c,K2-8,169.794,-0.284,6.390,2.410,5.06,801,Transit,2016,K3 V,403.51
TOI-5704 b,TOI-5704,169.825,44.989,10.500,3.227,3.77,949,Transit,2023,,89.64
K2-35 b,K2-35,170.103,1.286,2.300,1.320,2.40,979,Transit,2016,K4 V,252.60
K2-35 c,K2-35,170.103,1.286,4.380,1.930,5.61,766,Transit,2016,K4 V,252.60
EPIC 201170410.02,EPIC 201170410,170.141,-4.807,1.150,1.047,6.80,,Transit,2020,,134.00
K2-13 b,K2-13,170.155,2.503,4.230,1.890,39.92,511,Transit,2015,G3,342.39
HD 98649 b,HD 98649,170.215,-23.218,2665.309,12.600,5697.30,,Radial Velocity,2012,G3/G5 V,42.17
TOI-5720 b,TOI-5720,170.314,25.273,4.300,1.090,1.43,708,Transit,2024,M3.5 +/- 1.0,35.83
HATS-59 b,HATS-59,170.324,-22.388,256.171,12.621,5.42,1128,Transit,2018,,642.88
HATS-59 c,HATS-59,170.324,-22.388,4036.441,12.300,1422.00,176,Radial Velocity,2018,,642.88
HD 98736 b,HD 98736,170.455,18.190,740.544,13.300,968.80,,Radial Velocity,2018,G5,32.45
HIP 55507 b,HIP 55507,170.523,46.908,2585.534,12.600,5138.44,,Radial Velocity,2022,M0,25.49
HATS-74 A b,HATS-74 A,171.015,-19.557,464.029,11.568,1.73,895,Transit,2021,,299.39
HD 99109 b,HD 99109,171.072,-1.530,139.845,14.300,439.30,,Radial Velocity,2005,G8/K0 IV,54.79
TOI-2641 b,TOI-2641,171.130,-42.732,122.682,18.103,4.88,1387,Transit,2023,F9 V,344.05
HAT-P-21 b,HAT-P-21,171.275,41.028,1547.832,12.442,4.12,1283,Transit,2010,G3,277.28
HD 99283 b,HD 99283,171.487,55.851,308.294,13.800,310.40,,Radial Velocity,2021,K0 III,111.09
K2-27 b,K2-27,171.515,1.231,30.900,4.480,6.77,902,Transit,2016,,249.65
HD 233832 b,HD 233832,171.520,50.376,565.737,13.500,2058.00,,Radial Velocity,2018,G0,58.74
HD 99492 b,HD 99492,171.690,3.007,25.500,5.440,17.05,,Radial Velocity,2004,K2 V,18.20
HD 99492 c,HD 99492,171.690,3.007,17.900,4.420,95.23,,Radial Velocity,2023,K2 V,18.20
WASP-171 b,WASP-171,171.845,-44.089,344.528,10.985,3.82,1642,Transit,2019,G0,757.84
K2-164 b,K2-164,171.934,-0.063,10.600,3.249,17.36,,Transit,2018,,375.67
YSES 2 b,YSES 2,171.980,-66.435,2002.319,12.700,,,Imaging,2021,K1 V,109.41
K2-10 b,K2-10,172.122,1.691,27.000,3.840,19.30,703,Transit,2015,F9,272.36
HD 99706 b,HD 99706,172.126,43.966,390.931,13.700,841.00,,Radial Velocity,2011,K0,146.60
HD 99706 c,HD 99706,172.126,43.966,1808.453,12.800,1278.00,,Radial Velocity,2018,K0,146.60
K2-3 b,K2-3,172.335,-1.455,5.110,2.078,10.06,501,Transit,2015,M V,44.07
K2-3 c,K2-3,172.335,-1.455,2.680,1.582,24.65,372,Transit,2015,M V,44.07
K2-3 d,K2-3,172.335,-1.455,2.200,1.458,44.56,305,Transit,2015,M V,44.07
K2-18 b,K2-18,172.560,7.588,8.920,2.370,32.94,284,Transit,2015,M2.5 V,38.03
K2-18 c,K2-18,172.560,7.588,7.510,2.650,8.96,363,Radial Velocity,2017,M2.5 V,38.03
K2-12 b,K2-12,173.192,2.245,5.200,2.440,8.28,1026,Transit,2015,F9,326.38
TOI-3071 b,TOI-3071,173.279,-56.503,68.200,7.160,1.27,2155,Transit,2024,,485.22
HD 100546 b,HD 100546,173.356,-70.195,2701.541,77.342,,,Imaging,2014,B9 Vne,109.68
NGTS-30 b,NGTS-30,173.715,-24.605,305.115,10.402,98.30,500,Transit,2024,,238.38
HD 100655 b,HD 100655,173.765,20.442,511.706,13.500,157.57,,Radial Velocity,2011,G9 III,137.18
GJ 433 b,GJ 433,173.862,-32.544,6.043,2.330,7.37,,Radial Velocity,2011,M1.5 V,9.07
GJ 433 c,GJ 433,173.862,-32.544,32.422,6.270,5094.11,,Radial Velocity,2014,M1.5 V,9.07
GJ 433 d,GJ 433,173.862,-32.544,5.223,2.140,36.06,,Radial Velocity,2020,M2V,9.07
EPIC 201757695.02,EPIC 201757695,173.939,4.616,0.688,0.908,2.05,,Transit,2020,,577.60
HATS-18 b,HATS-18,173.957,-29.156,629.144,14.897,0.84,2069,Transit,2016,G V,624.37
HD 100777 b,HD 100777,173.965,-4.756,390.929,13.700,383.00,,Radial Velocity,2007,G8 V,49.53
HATS-22 b,HATS-22,174.010,-29.543,870.854,10.682,4.72,858,Transit,2017,K V,229.52
K2-44 b,K2-44,174.012,-2.521,6.500,2.433,5.66,1211,Transit,2016,,476.70
TOI-5174 b,TOI-5174,174.109,-2.023,24.800,5.351,12.21,808,Transit,2022,,197.24
HIP 56640 b,HIP 56640,174.201,-37.039,2151.698,12.700,2675.58,,Radial Velocity,2021,K1 III,122.32
ups Leo b,ups Leo,174.237,-0.824,162.092,14.200,385.20,,Radial Velocity,2021,G9 III,52.60
K2-46 b,K2-46,174.266,-0.907,4.860,2.050,19.15,889,Transit,2016,,449.24
K2-4 b,K2-4,174.746,-3.906,5.060,2.100,10.00,563,Transit,2015,,231.83
K2-19 b,K2-19,174.960,0.604,32.400,7.000,7.92,854,Transit,2015,G9 V,289.83
K2-19 c,K2-19,174.960,0.604,10.800,4.100,11.90,745,Transit,2015,G9 V,289.83
K2-19 d,K2-19,174.960,0.604,10.000,1.110,2.51,1252,Transit,2016,G9 V,289.83
EPIC 201754305 d,K2-16,175.097,4.557,1.080,1.030,2.72,,Transit,2019,K3 V,334.97
K2-16 b,K2-16,175.097,4.557,4.740,2.020,7.62,658,Transit,2015,K3 V,334.97
K2-16 c,K2-16,175.097,4.557,6.990,2.540,19.08,485,Transit,2015,K3 V,334.97
EPIC 201841433 b,EPIC 201841433,175.207,6.135,1.120,1.040,4.17,,Transit,2019,,436.49
GJ 1148 b,GJ 1148,175.433,42.752,96.700,11.900,41.38,,Radial Velocity,2010,M5,11.01
GJ 1148 c,GJ 1148,175.433,42.752,68.060,9.710,532.58,,Radial Velocity,2017,M5,11.01
HATS-1 b,HATS-1,175.525,-23.355,589.550,14.594,3.45,1359,Transit,2012,,283.97
GJ 436 b,GJ 436,175.551,26.703,22.100,4.170,2.64,686,Radial Velocity,2004,M2.5 V,9.75
TOI-1801 b,TOI-1801,175.576,23.027,5.738,2.079,10.64,494,Transit,2023,M0.5+/-0.5 V,30.68
TOI-5634 A b,TOI-5634 A,175.644,20.965,588.000,10.420,2.20,837,Transit,2024,,306.14
HD 101930 b,HD 101930,175.876,-58.005,79.458,10.600,70.46,,Radial Velocity,2005,K1 V,30.03
WASP-85 A b,WASP-85 A,175.908,6.564,402.055,13.899,2.66,1452,Transit,2016,G5 V,141.89
K2-48 b,K2-48,176.123,3.272,5.650,2.240,20.51,,Transit,2016,,313.76
HIP 57274 b,HIP 57274,176.171,30.958,6.357,2.400,8.14,,Radial Velocity,2011,K4 V,25.86
HIP 57274 c,HIP 57274,176.171,30.958,130.000,14.200,32.03,,Radial Velocity,2011,K4 V,25.86
HIP 57274 d,HIP 57274,176.171,30.958,167.400,14.200,431.70,,Radial Velocity,2011,K4 V,25.86
HD 102117 b,HD 102117,176.210,-58.704,54.031,8.470,20.81,,Radial Velocity,2005,G6 V,39.58
NGTS-13 b,NGTS-13,176.240,-38.140,1538.297,12.801,4.12,1605,Transit,2021,,647.60
NGTS-12 b,NGTS-12,176.250,-35.641,66.109,11.747,7.53,1257,Transit,2020,G,446.44
K2-9 b,K2-9,176.264,0.005,5.690,2.250,18.45,314,Transit,2015,M2.5 V,82.96
WASP-129 b,WASP-129,176.299,-42.064,317.830,10.424,5.75,1100,Transit,2016,G1,301.46
HD 102195 b,HD 102195,176.425,2.821,130.310,14.200,4.11,,Radial Velocity,2006,K0 V,29.34
BD+15 2375 b,BD+15 2375,176.482,14.616,337.218,13.800,153.22,,Radial Velocity,2016,G5,768.05
HD 102272 b,HD 102272,176.598,14.124,1570.080,12.900,127.58,,Radial Velocity,2008,K0,347.10
HD 102365 b,HD 102365,176.621,-40.499,16.000,4.140,122.10,,Radial Velocity,2010,G3/5V,9.29
HATS-53 b,HATS-53,176.628,-33.860,189.109,15.020,3.85,1312,Transit,2017,,585.77
K2-42 b,K2-42,176.666,-5.172,5.270,2.150,6.69,,Transit,2016,,396.91
HD 102329 b,HD 102329,176.694,3.474,2593.493,12.600,778.10,,Radial Velocity,2011,K0 III,217.11
HD 102329 c,HD 102329,176.694,3.474,483.102,13.500,1123.00,,Radial Velocity,2018,K0 III,217.11
HATS-2 b,HATS-2,176.739,-22.563,435.425,12.576,1.35,1550,Transit,2013,K,341.93
Ross 128 b,Ross 128,176.938,0.799,1.400,1.110,9.87,301,Radial Velocity,2017,M4,3.38
K2-49 b,K2-49,177.320,3.476,4.380,1.930,2.77,,Transit,2016,,457.13
BD+03 2562 b,BD+03 2562,177.565,2.760,2034.112,12.700,481.90,,Radial Velocity,2017,,1070.63
HD 102843 b,HD 102843,177.585,-1.252,113.900,13.100,3090.94,,Radial Velocity,2019,K0 V,62.76
GJ 1151 c,GJ 1151,177.730,48.373,10.620,3.250,389.70,,Radial Velocity,2023,M 4.5V,8.04
HD 102956 b,HD 102956,177.844,57.641,305.117,13.800,6.50,,Radial Velocity,2010,G5,121.89
K2-14 b,K2-14,178.057,2.594,20.700,4.810,8.37,488,Transit,2015,M0,364.05
K2-15 b,K2-15,178.111,4.255,6.710,2.480,11.81,676,Transit,2015,G8,493.99
K2-6 b,K2-6,178.192,-1.198,6.800,2.500,30.94,615,Transit,2015,,316.82
HD 103197 b,HD 103197,178.220,-50.293,28.605,5.830,47.84,,Radial Velocity,2009,K1 V(P),57.15
K2-17 b,K2-17,178.330,6.412,5.600,2.230,17.97,487,Transit,2015,K7,125.11
TOI-776 b,TOI-776,178.578,-37.553,5.000,1.798,8.25,520,Transit,2020,M1 V,27.17
TOI-776 c,TOI-776,178.578,-37.553,6.900,2.047,15.67,420,Transit,2020,M1 V,27.17
2MASS J11550485-7919108 b,2MASS J11550485-7919108,178.769,-79.320,6356.568,12.100,,2506,Imaging,2024,,100.86
HD 103720 b,HD 103720,179.171,-2.779,197.046,14.100,4.56,,Radial Velocity,2014,K3 V,45.54
HD 103774 b,HD 103774,179.231,-12.108,116.000,13.300,5.89,,Radial Velocity,2013,F5 V,56.41
HD 103891 b,HD 103891,179.438,-8.549,918.524,13.200,1919.00,,Radial Velocity,2022,F9,55.52
HD 103949 b,HD 103949,179.548,-23.924,11.200,3.350,120.88,,Radial Velocity,2019,K3 V,26.50
EPIC 201238110 b,EPIC 201238110,179.706,-3.389,4.160,1.870,28.17,,Transit,2019,,159.26
HD 104067 b,HD 104067,179.792,-20.356,62.100,9.200,55.85,,Radial Velocity,2009,K2 V,20.36
HD 104067 c,HD 104067,179.792,-20.356,13.200,3.690,13.90,,Radial Velocity,2024,K2V,20.36
K2-242 b,K2-242,179.836,-6.518,6.990,2.540,6.51,416,Transit,2018,,109.24
K2-158 b,K2-158,179.940,-5.722,7.460,2.640,10.06,794,Transit,2018,,197.30
K2-158 c,K2-158,179.940,-5.722,2.180,1.280,5.90,948,Transit,2018,,197.30
HATS-56 b,HATS-56,180.165,-45.799,191.334,18.921,4.33,1902,Transit,2019,,564.41
HATS-67 b,HATS-67,180.209,-46.136,460.854,18.887,1.61,2193,Transit,2018,,960.11
K2-159 b,K2-159,180.541,-3.581,5.730,2.260,12.42,684,Transit,2018,,171.00
NGTS-18 b,NGTS-18,180.546,-35.549,129.992,13.563,3.05,1381,Transit,2021,G5 V,1096.19
K2-243 b,K2-243,181.121,-4.899,5.350,2.170,11.54,1035,Transit,2018,,266.86
K2-243 c,K2-243,181.121,-4.899,4.700,2.010,24.95,801,Transit,2018,,266.86
K2-241 b,K2-241,181.239,-6.805,7.040,2.550,26.82,507,Transit,2018,,149.46
HD 104985 b,HD 104985,181.316,76.905,1766.808,12.800,199.68,,Radial Velocity,2003,G9 III,100.58
TOI-3884 b,TOI-3884,181.572,12.507,32.590,6.430,4.55,441,Transit,2022,M4,43.15
K2-246 b,K2-246,181.630,-1.161,12.000,3.490,5.77,977,Transit,2018,,703.62
K2-152 b,K2-152,181.632,-5.827,5.860,2.290,32.65,337,Transit,2018,M0.0 V,108.45
2MASS J12073346-3932539 b,2MASS J12073346-3932539,181.889,-39.548,1589.150,12.900,,1250,Imaging,2004,M8,64.31
K2-132 b,K2-132,182.166,-8.747,155.737,14.572,9.18,1586,Transit,2017,,609.82
K2-163 b,K2-163,182.329,-0.539,6.650,2.466,6.67,,Transit,2018,,208.53
K2-252 b,K2-252,182.366,-8.310,3.680,1.740,13.82,639,Transit,2018,,228.84
HD 105618 b,HD 105618,182.402,11.212,25.426,5.440,10.02,,Radial Velocity,2022,,70.08
HD 105618 c,HD 105618,182.402,11.212,8419.592,11.900,77114.07,,Radial Velocity,2022,,70.08
HD 105779 b,HD 105779,182.661,-16.956,203.410,14.100,2412.00,,Radial Velocity,2022,G2,55.24
K2-156 b,K2-156,182.700,-6.294,1.370,1.100,0.81,1347,Transit,2018,,150.21
K2-131 b,K2-131,182.751,-9.765,7.900,1.690,0.37,2223,Transit,2017,,152.51
K2-248 b,K2-248,182.817,-9.414,7.130,2.570,7.17,886,Transit,2018,,406.25
HD 238090 b,HD 238090,183.089,54.486,6.890,2.520,13.67,470,Radial Velocity,2020,M0.0 V,15.24
WASP-56 b,WASP-56,183.366,23.056,143.024,10.536,4.62,1216,Transit,2012,G6,321.08
K2-249 b,K2-249,183.367,-8.995,8.200,2.790,12.41,1061,Transit,2018,,521.72
HD 106252 b,HD 106252,183.373,10.040,3178.284,12.500,1531.00,,Radial Velocity,2002,G0,38.19
HD 106270 b,HD 106270,183.405,-9.514,3623.244,12.400,1888.00,,Radial Velocity,2011,G5 IV,93.81
K2-244 b,K2-244,183.469,-3.832,3.710,1.750,21.07,638,Transit,2018,,212.90
HD 106315 b,HD 106315,183.472,-0.393,12.600,2.440,9.55,1153,Transit,2017,F5 V,109.35
HD 106315 c,HD 106315,183.472,-0.393,15.200,4.350,21.06,886,Transit,2017,F5 V,109.35
TOI-4860 b,TOI-4860,183.564,-13.175,86.700,8.700,1.52,694,Transit,2023,M3.5 V,80.14
K2-226 b,K2-226,183.646,-9.563,2.980,1.539,3.27,1187,Transit,2018,,211.27
EPIC 201595106 b,EPIC 201595106,183.720,1.968,2.240,1.300,0.88,1874,Transit,2021,,232.10
K2-157 b,K2-157,183.751,-5.782,0.972,1.000,0.37,,Transit,2018,,298.37
HD 106515 A b,HD 106515 A,183.776,-7.258,3025.091,12.500,3586.86,,Radial Velocity,2012,G5 V,34.09
K2-161 b,K2-161,183.794,-3.496,31.100,6.117,9.28,,Transit,2018,,916.32
K2-153 b,K2-153,183.809,2.021,4.660,2.000,7.52,497,Transit,2018,M3.0 V,143.13
TOI-782 b,TOI-782,183.920,-18.910,19.100,2.734,8.02,435,Transit,2024,,52.51
K2-160 b,K2-160,184.055,-3.553,10.200,3.178,3.71,,Transit,2018,,315.36
HD 106906 b,HD 106906,184.471,-55.976,3496.000,12.400,,1800,Imaging,2013,F5 V,103.03
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,184.487,16.444,6992.000,10.468,,450,Imaging,2012,T8.5,10.10
EPIC 201427007 b,EPIC 201427007,184.602,-0.551,2.860,1.500,0.72,,Transit,2021,,706.39
HD 107148 b,HD 107148,184.806,-3.320,66.741,9.600,48.06,,Radial Velocity,2005,G5 V,49.42
HD 107148 c,HD 107148,184.806,-3.320,19.896,4.700,18.33,,Radial Velocity,2021,G5 V,49.42
GJ 9404 b,GJ 9404,184.847,28.383,11.900,3.480,13.46,,Radial Velocity,2023,M2V,23.88
K2-165 b,K2-165,184.900,0.968,2.170,1.274,2.36,,Transit,2018,,134.59
K2-165 c,K2-165,184.900,0.968,3.030,1.554,4.38,,Transit,2018,,134.59
K2-165 d,K2-165,184.900,0.968,7.500,2.648,14.10,629,Transit,2018,,134.59
TOI-5616 b,TOI-5616,184.902,48.683,624.000,10.780,2.00,939,Transit,2024,,390.42
TOI-4551 b,TOI-4551,184.979,-25.828,473.564,11.859,9.96,1655,Transit,2023,,215.99
K2-250 b,K2-250,185.032,-8.976,7.810,2.713,4.01,1003,Transit,2018,,414.71
TOI-1279 b,TOI-1279,185.063,56.201,10.600,2.661,9.61,759,Transit,2024,,107.06
11 Com b,11 Com,185.179,17.793,4914.898,12.200,323.21,,Radial Velocity,2007,G8 III,93.19
K2-245 b,K2-245,185.182,-1.591,17.400,4.340,11.89,923,Transit,2018,,456.06
EPIC 201615463 c,K2-166,185.188,2.282,1.980,1.220,3.81,,Transit,2019,,476.88
K2-166 b,K2-166,185.188,2.282,5.430,2.190,8.53,1140,Transit,2018,,476.88
K2-223 b,K2-223,185.306,-10.282,0.640,0.890,0.51,2271,Transit,2018,,198.60
K2-223 c,K2-223,185.306,-10.282,2.860,1.500,4.56,1091,Transit,2018,,198.60
WASP-87 b,WASP-87,185.325,-52.841,692.869,15.524,1.68,2050,Transit,2016,,298.39
K2-254 b,K2-254,185.551,-4.717,3.290,1.630,4.10,791,Transit,2018,,227.78
K2-254 c,K2-254,185.551,-4.717,5.430,2.190,12.12,551,Transit,2018,,227.78
GJ 463 b,GJ 463,185.744,64.032,1144.182,13.000,3448.00,,Radial Velocity,2022,M3 V,18.36
K2-162 b,K2-162,186.038,-1.111,2.670,1.440,9.46,631,Transit,2018,,124.43
K2-253 b,K2-253,186.085,-6.379,,12.670,4.00,1238,Transit,2018,,876.57
TOI-2068 b,TOI-2068,186.274,60.418,3.970,1.821,7.77,521,Transit,2024,,52.93
HD 108147 b,HD 108147,186.441,-64.022,82.950,10.900,10.90,890,Radial Velocity,2002,F8 V CH+0.4,38.92
HD 108202 b,HD 108202,186.461,-1.111,953.485,13.100,2990.00,,Radial Velocity,2023,K4/5 V,38.69
EPIC 229004835 b,EPIC 229004835,186.486,-1.405,10.400,2.332,16.14,804,Transit,2023,,121.97
TOI-1451 b,TOI-1451,186.524,61.259,15.200,2.611,16.54,723,Transit,2024,,91.94
K2-225 b,K2-225,186.541,-9.625,12.700,3.609,15.87,923,Transit,2018,,357.78
HD 108236 b,HD 108236,186.574,-51.363,3.240,1.615,3.80,1099,Transit,2020,G3 V,64.60
HD 108236 c,HD 108236,186.574,-51.363,4.940,2.071,6.20,932,Transit,2020,G3 V,64.60
HD 108236 d,HD 108236,186.574,-51.363,6.980,2.539,14.18,708,Transit,2020,G3 V,64.60
HD 108236 e,HD 108236,186.574,-51.363,9.710,3.083,19.59,636,Transit,2020,G3 V,64.60
HD 108236 f,HD 108236,186.574,-51.363,4.720,2.017,29.54,,Transit,2021,G3 V,64.60
TOI-1227 b,TOI-1227,186.767,-72.452,66.500,9.572,27.36,244,Transit,2022,M4.5V-M5V,100.64
HATS-58 A b,HATS-58 A,186.787,-48.978,327.365,12.274,4.22,1721,Transit,2019,,403.59
K2-259 b,K2-259,186.803,1.567,5.990,2.320,15.48,795,Transit,2018,,416.46
K2-137 b,K2-137,186.870,-6.195,158.915,0.640,0.18,1471,Transit,2017,M3 V,98.88
K2-229 b,K2-229,186.873,-6.722,2.490,1.000,0.58,1818,Transit,2018,G9,102.56
K2-229 c,K2-229,186.873,-6.722,21.300,2.030,8.33,750,Transit,2018,G9,102.56
HD 108341 b,HD 108341,186.879,-71.422,715.114,13.300,1129.00,,Radial Velocity,2014,K2 V,48.91
K2-228 b,K2-228,187.295,-6.834,1.920,1.210,2.70,914,Transit,2018,,129.46
HD 108863 b,HD 108863,187.583,21.948,767.242,13.300,437.70,,Radial Velocity,2011,K0,164.74
HD 108874 b,HD 108874,187.613,22.879,451.319,13.600,394.48,,Radial Velocity,2002,G5,59.52
HD 108874 c,HD 108874,187.613,22.879,314.640,13.800,1624.00,,Radial Velocity,2005,G5,59.52
K2-258 b,K2-258,187.631,-1.161,9.270,3.000,19.09,831,Transit,2018,,661.87
TOI-1820 b,TOI-1820,187.687,27.452,731.005,12.778,4.86,1375,Transit,2022,,248.50
TOI-757 b,TOI-757,187.995,-35.554,10.500,2.500,17.47,641,Transit,2024,K0 V,60.34
HD 109246 b,HD 109246,188.027,74.489,273.334,13.900,68.27,,Radial Velocity,2010,G0 V,67.84
K2-140 b,K2-140,188.137,-9.608,295.580,13.563,6.57,962,Transit,2017,G6 V,347.92
HAT-P-36 b,HAT-P-36,188.266,44.915,587.413,14.314,1.33,1781,Transit,2011,G5 V,294.42
K2-257 b,K2-257,188.278,-1.953,0.498,0.830,1.61,789,Transit,2018,,64.01
WASP-107 b,WASP-107,188.386,-10.146,30.500,10.536,5.72,736,Transit,2017,K6,64.74
WASP-107 c,WASP-107,188.386,-10.146,115.000,13.200,1088.00,,Radial Velocity,2020,K6,64.74
HD 109286 b,HD 109286,188.396,7.281,950.307,13.200,520.10,259,Radial Velocity,2021,G4 V,55.42
HD 109271 b,HD 109271,188.397,-11.622,17.162,4.310,7.85,,Radial Velocity,2013,G5 V,55.87
HD 109271 c,HD 109271,188.397,-11.622,24.154,5.270,30.93,,Radial Velocity,2013,G5 V,55.87
K2-247 b,K2-247,188.894,-10.069,5.140,2.120,2.25,979,Transit,2018,,258.11
K2-247 c,K2-247,188.894,-10.069,5.430,2.190,6.49,688,Transit,2018,,258.11
TOI-1811 b,TOI-1811,188.922,27.214,308.929,11.142,3.71,962,Transit,2023,,128.23
K2-154 b,K2-154,189.002,-2.670,4.620,1.990,3.68,715,Transit,2018,M0.0 V,129.36
K2-154 c,K2-154,189.002,-2.670,4.940,2.070,7.96,552,Transit,2018,M0.0 V,129.36
HD 109749 b,HD 109749,189.317,-40.812,85.814,11.100,5.24,,Radial Velocity,2005,G3 V,63.08
EPIC 228836835 b,EPIC 228836835,189.575,-5.245,1.370,1.100,0.73,932,Transit,2021,,150.12
K2-224 b,K2-224,189.704,-10.061,3.050,1.560,4.48,1002,Transit,2018,,275.26
K2-224 c,K2-224,189.704,-10.061,6.390,2.410,10.10,764,Transit,2018,,275.26
GJ 480 b,GJ 480,189.713,11.695,13.200,3.690,9.57,,Radial Velocity,2020,M3.5 Ve,14.24
